ScanID,QRType,MachineID,MachineName,TechID,TechName,ScanDateTime,LinkedWOID,Action,CellID
SC-001167,Machine QR,MC-023,Assy Conveyor CV-01,TECH-02,Suresh Babu,2026-02-06T12:18:00,,View Last PM,CELL-05
SC-001168,Technician QR,,,TECH-06,Deepak Nair,2026-02-06T14:16:00,,Open My PM List,
SC-001169,Technician QR,,,TECH-10,Naveen Raj,2026-02-06T22:26:00,,Open My PM List,
SC-001170,Machine QR,MC-009,VMC MC-02,TECH-08,Karthik V,2026-02-07T11:32:00,,Record Spare Replaced,CELL-02
SC-001171,Machine QR,MC-024,Paint Booth PB-01,TECH-07,Ramesh Chandran,2026-02-07T12:42:00,WO-00223,Start PM Checklist,CELL-06
SC-001172,Machine QR,MC-012,Gear Shaver GS-01,TECH-05,Prakash R,2026-02-07T18:06:00,,Log Abnormality,CELL-03
SC-001173,Machine QR,MC-010,Gear Hobber GH-01,TECH-07,Ramesh Chandran,2026-02-08T08:18:00,,View Last PM,CELL-03
SC-001174,Machine QR,MC-014,Sealed Quench SQ-01,TECH-06,Deepak Nair,2026-02-08T11:47:00,WO-00145,Start PM Checklist,CELL-04
SC-001175,Machine QR,MC-002,CNC Lathe TL-02,TECH-02,Suresh Babu,2026-02-08T13:26:00,WO-00027,Start PM Checklist,CELL-01
SC-001176,Technician QR,,,TECH-02,Suresh Babu,2026-02-08T21:07:00,,Open My PM List,
SC-001177,Technician QR,,,TECH-10,Naveen Raj,2026-02-09T10:14:00,,Open My PM List,
SC-001178,Machine QR,MC-012,Gear Shaver GS-01,TECH-01,Arun Kumar,2026-02-09T11:53:00,,View Last PM,CELL-03
SC-001179,Technician QR,,,TECH-05,Prakash R,2026-02-10T15:58:00,,Open My PM List,
SC-001180,Machine QR,MC-011,Gear Hobber GH-02,TECH-02,Suresh Babu,2026-02-11T11:20:00,WO-00105,Start PM Checklist,CELL-03
SC-001181,Machine QR,MC-007,CNC Lathe TL-05,TECH-03,Mohammed Rafi,2026-02-11T12:20:00,WO-00073,Start PM Checklist,CELL-02
SC-001182,Technician QR,,,TECH-10,Naveen Raj,2026-02-11T13:53:00,,Open My PM List,
SC-001183,Machine QR,MC-011,Gear Hobber GH-02,TECH-07,Ramesh Chandran,2026-02-11T14:49:00,,Record Spare Replaced,CELL-03
SC-001184,Machine QR,MC-013,Deburring Unit DB-01,TECH-08,Karthik V,2026-02-12T09:04:00,,Record Spare Replaced,CELL-03
SC-001185,Technician QR,,,TECH-09,Sathish Kumar,2026-02-12T11:29:00,,Open My PM List,
SC-001186,Technician QR,,,TECH-01,Arun Kumar,2026-02-12T14:18:00,,Open My PM List,
SC-001187,Machine QR,MC-026,Paint Chiller CH-02,TECH-10,Naveen Raj,2026-02-12T18:53:00,,View Last PM,CELL-06
SC-001188,Machine QR,MC-022,Leak Test Rig LT-01,TECH-02,Suresh Babu,2026-02-13T13:56:00,,View Last PM,CELL-05
SC-001189,Machine QR,MC-023,Assy Conveyor CV-01,TECH-02,Suresh Babu,2026-02-13T15:51:00,,Log Abnormality,CELL-05
SC-001190,Machine QR,MC-013,Deburring Unit DB-01,TECH-09,Sathish Kumar,2026-02-13T18:44:00,,View Last PM,CELL-03
SC-001191,Machine QR,MC-012,Gear Shaver GS-01,TECH-05,Prakash R,2026-02-13T19:28:00,,Log Abnormality,CELL-03
SC-001192,Machine QR,MC-025,Curing Oven CO-01,TECH-07,Ramesh Chandran,2026-02-14T18:40:00,WO-00224,Start PM Checklist,CELL-06
SC-001193,Machine QR,MC-010,Gear Hobber GH-01,TECH-01,Arun Kumar,2026-02-15T06:55:00,,Report Breakdown,CELL-03
SC-001194,Technician QR,,,TECH-07,Ramesh Chandran,2026-02-16T06:39:00,,Open My PM List,
SC-001195,Machine QR,MC-012,Gear Shaver GS-01,TECH-10,Naveen Raj,2026-02-16T10:14:00,,View Last PM,CELL-03
SC-001196,Technician QR,,,TECH-08,Karthik V,2026-02-17T07:13:00,,Open My PM List,
SC-001197,Machine QR,MC-003,CNC Lathe TL-03,TECH-01,Arun Kumar,2026-02-17T07:22:00,WO-00028,Start PM Checklist,CELL-01
SC-001198,Technician QR,,,TECH-01,Arun Kumar,2026-02-17T08:19:00,,Open My PM List,
SC-001199,Machine QR,MC-008,VMC MC-01,TECH-02,Suresh Babu,2026-02-17T12:07:00,WO-00074,Start PM Checklist,CELL-02
SC-001200,Machine QR,MC-020,Assembly Stn AS-02,TECH-09,Sathish Kumar,2026-02-17T12:40:00,,Record Spare Replaced,CELL-05
SC-001201,Machine QR,MC-012,Gear Shaver GS-01,TECH-01,Arun Kumar,2026-02-17T14:51:00,WO-00106,Start PM Checklist,CELL-03
SC-001202,Technician QR,,,TECH-08,Karthik V,2026-02-17T18:02:00,,Open My PM List,
SC-001203,Technician QR,,,TECH-06,Deepak Nair,2026-02-17T18:28:00,,Open My PM List,
SC-001204,Technician QR,,,TECH-09,Sathish Kumar,2026-02-19T06:28:00,,Open My PM List,
SC-001205,Machine QR,MC-030,Weld Compressor AC-02,TECH-03,Mohammed Rafi,2026-02-20T12:36:00,,Report Breakdown,CELL-07
SC-001206,Machine QR,MC-002,CNC Lathe TL-02,TECH-03,Mohammed Rafi,2026-02-20T13:10:00,,Report Breakdown,CELL-01
SC-001207,Machine QR,MC-004,Bar Feeder BF-01,TECH-03,Mohammed Rafi,2026-02-20T14:01:00,WO-00029,Start PM Checklist,CELL-01
SC-001208,Technician QR,,,TECH-05,Prakash R,2026-02-20T15:21:00,,Open My PM List,
SC-001209,Technician QR,,,TECH-07,Ramesh Chandran,2026-02-21T08:48:00,,Open My PM List,
SC-001210,Machine QR,MC-026,Paint Chiller CH-02,TECH-09,Sathish Kumar,2026-02-21T08:52:00,,Log Abnormality,CELL-06
SC-001211,Machine QR,MC-014,Sealed Quench SQ-01,TECH-01,Arun Kumar,2026-02-21T11:36:00,,View Last PM,CELL-04
SC-001212,Technician QR,,,TECH-06,Deepak Nair,2026-02-22T09:19:00,,Open My PM List,
SC-001213,Machine QR,MC-030,Weld Compressor AC-02,TECH-08,Karthik V,2026-02-22T17:51:00,,Report Breakdown,CELL-07
SC-001214,Technician QR,,,TECH-03,Mohammed Rafi,2026-02-22T22:05:00,,Open My PM List,
SC-001215,Technician QR,,,TECH-04,Vignesh S,2026-02-23T06:09:00,,Open My PM List,
SC-001216,Technician QR,,,TECH-02,Suresh Babu,2026-02-23T08:11:00,,Open My PM List,
SC-001217,Machine QR,MC-026,Paint Chiller CH-02,TECH-07,Ramesh Chandran,2026-02-23T14:01:00,WO-00225,Start PM Checklist,CELL-06
SC-001218,Machine QR,MC-021,Assembly Stn AS-03,TECH-01,Arun Kumar,2026-02-24T07:19:00,,View Last PM,CELL-05
SC-001219,Machine QR,MC-013,Deburring Unit DB-01,TECH-03,Mohammed Rafi,2026-02-24T10:55:00,WO-00107,Start PM Checklist,CELL-03
SC-001220,Machine QR,MC-008,VMC MC-01,TECH-10,Naveen Raj,2026-02-24T11:00:00,,Report Breakdown,CELL-02
SC-001221,Machine QR,MC-005,Chip Conveyor CC-01,TECH-02,Suresh Babu,2026-02-25T13:37:00,WO-00030,Start PM Checklist,CELL-01
SC-001222,Technician QR,,,TECH-08,Karthik V,2026-02-25T14:49:00,,Open My PM List,
SC-001223,Machine QR,MC-008,VMC MC-01,TECH-06,Deepak Nair,2026-02-25T19:50:00,,View Last PM,CELL-02
SC-001224,Technician QR,,,TECH-04,Vignesh S,2026-02-25T20:00:00,,Open My PM List,
SC-001225,Technician QR,,,TECH-06,Deepak Nair,2026-02-26T06:12:00,,Open My PM List,
SC-001226,Technician QR,,,TECH-07,Ramesh Chandran,2026-02-26T10:30:00,,Open My PM List,
SC-001227,Technician QR,,,TECH-10,Naveen Raj,2026-02-26T11:01:00,,Open My PM List,
SC-001228,Machine QR,MC-002,CNC Lathe TL-02,TECH-08,Karthik V,2026-02-26T13:16:00,,Log Abnormality,CELL-01
SC-001229,Technician QR,,,TECH-05,Prakash R,2026-02-26T20:29:00,,Open My PM List,
SC-001230,Technician QR,,,TECH-06,Deepak Nair,2026-02-27T06:55:00,,Open My PM List,
SC-001231,Technician QR,,,TECH-06,Deepak Nair,2026-02-27T10:02:00,,Open My PM List,
SC-001232,Technician QR,,,TECH-05,Prakash R,2026-02-27T11:49:00,,Open My PM List,
SC-001233,Technician QR,,,TECH-10,Naveen Raj,2026-02-27T13:23:00,,Open My PM List,
SC-001234,Technician QR,,,TECH-05,Prakash R,2026-02-27T14:08:00,,Open My PM List,
SC-001235,Technician QR,,,TECH-04,Vignesh S,2026-02-28T06:08:00,,Open My PM List,
SC-001236,Technician QR,,,TECH-06,Deepak Nair,2026-02-28T18:52:00,,Open My PM List,
SC-001237,Technician QR,,,TECH-06,Deepak Nair,2026-02-28T19:56:00,,Open My PM List,
SC-001238,Machine QR,MC-026,Paint Chiller CH-02,TECH-10,Naveen Raj,2026-03-01T14:33:00,,Log Abnormality,CELL-06
SC-001239,Technician QR,,,TECH-05,Prakash R,2026-03-02T17:29:00,,Open My PM List,
SC-001240,Machine QR,MC-015,Sealed Quench SQ-02,TECH-02,Suresh Babu,2026-03-02T17:53:00,,View Last PM,CELL-04
SC-001241,Technician QR,,,TECH-02,Suresh Babu,2026-03-03T10:22:00,,Open My PM List,
SC-001242,Technician QR,,,TECH-03,Mohammed Rafi,2026-03-03T22:09:00,,Open My PM List,
SC-001243,Machine QR,MC-021,Assembly Stn AS-03,TECH-01,Arun Kumar,2026-03-04T18:41:00,,View Last PM,CELL-05
SC-001244,Technician QR,,,TECH-02,Suresh Babu,2026-03-05T12:40:00,,Open My PM List,
SC-001245,Machine QR,MC-008,VMC MC-01,TECH-04,Vignesh S,2026-03-06T07:34:00,,View Last PM,CELL-02
SC-001246,Technician QR,,,TECH-07,Ramesh Chandran,2026-03-06T11:39:00,,Open My PM List,
SC-001247,Machine QR,MC-006,CNC Lathe TL-04,TECH-01,Arun Kumar,2026-03-06T16:02:00,WO-00072,Start PM Checklist,CELL-02
SC-001248,Machine QR,MC-016,Tempering Furnace TF-01,TECH-06,Deepak Nair,2026-03-07T08:10:00,,View Last PM,CELL-04
SC-001249,Machine QR,MC-011,Gear Hobber GH-02,TECH-01,Arun Kumar,2026-03-07T09:11:00,,View Last PM,CELL-03
SC-001250,Machine QR,MC-021,Assembly Stn AS-03,TECH-05,Prakash R,2026-03-08T11:04:00,,View Last PM,CELL-05
SC-001251,Technician QR,,,TECH-09,Sathish Kumar,2026-03-08T12:55:00,,Open My PM List,
SC-001252,Technician QR,,,TECH-04,Vignesh S,2026-03-08T15:58:00,,Open My PM List,
SC-001253,Technician QR,,,TECH-06,Deepak Nair,2026-03-08T17:33:00,,Open My PM List,
SC-001254,Machine QR,MC-026,Paint Chiller CH-02,TECH-02,Suresh Babu,2026-03-09T06:43:00,,View Last PM,CELL-06
SC-001255,Machine QR,MC-030,Weld Compressor AC-02,TECH-08,Karthik V,2026-03-09T09:30:00,,Log Abnormality,CELL-07
SC-001256,Machine QR,MC-001,CNC Lathe TL-01,TECH-03,Mohammed Rafi,2026-03-09T17:15:00,WO-00026,Start PM Checklist,CELL-01
SC-001257,Technician QR,,,TECH-10,Naveen Raj,2026-03-09T21:48:00,,Open My PM List,
SC-001258,Technician QR,,,TECH-06,Deepak Nair,2026-03-10T14:43:00,,Open My PM List,
SC-001259,Machine QR,MC-011,Gear Hobber GH-02,TECH-01,Arun Kumar,2026-03-10T19:32:00,,View Last PM,CELL-03
SC-001260,Technician QR,,,TECH-02,Suresh Babu,2026-03-11T12:28:00,,Open My PM List,
SC-001261,Technician QR,,,TECH-09,Sathish Kumar,2026-03-11T17:10:00,,Open My PM List,
SC-001262,Machine QR,MC-006,CNC Lathe TL-04,TECH-10,Naveen Raj,2026-03-12T07:05:00,,Log Abnormality,CELL-02
SC-001263,Machine QR,MC-020,Assembly Stn AS-02,TECH-04,Vignesh S,2026-03-12T21:27:00,,Request Spare,CELL-05
SC-001264,Machine QR,MC-020,Assembly Stn AS-02,TECH-04,Vignesh S,2026-03-13T13:27:00,,View Last PM,CELL-05
SC-001265,Machine QR,MC-020,Assembly Stn AS-02,TECH-04,Vignesh S,2026-03-13T17:26:00,,Report Breakdown,CELL-05
SC-001266,Technician QR,,,TECH-08,Karthik V,2026-03-14T11:04:00,,Open My PM List,
SC-001267,Machine QR,MC-029,Positioner PZ-01,TECH-05,Prakash R,2026-03-14T16:30:00,,View Last PM,CELL-07
SC-001268,Technician QR,,,TECH-03,Mohammed Rafi,2026-03-14T18:43:00,,Open My PM List,
SC-001269,Technician QR,,,TECH-01,Arun Kumar,2026-03-14T22:10:00,,Open My PM List,
SC-001270,Machine QR,MC-022,Leak Test Rig LT-01,TECH-02,Suresh Babu,2026-03-15T20:56:00,,Request Spare,CELL-05
SC-001271,Technician QR,,,TECH-07,Ramesh Chandran,2026-03-16T12:15:00,,Open My PM List,
SC-001272,Machine QR,MC-029,Positioner PZ-01,TECH-03,Mohammed Rafi,2026-03-16T17:47:00,,Report Breakdown,CELL-07
SC-001273,Technician QR,,,TECH-05,Prakash R,2026-03-17T12:35:00,,Open My PM List,
SC-001274,Machine QR,MC-029,Positioner PZ-01,TECH-03,Mohammed Rafi,2026-03-17T15:00:00,,Record Spare Replaced,CELL-07
SC-001275,Technician QR,,,TECH-05,Prakash R,2026-03-17T17:47:00,,Open My PM List,
SC-001276,Machine QR,MC-010,Gear Hobber GH-01,TECH-09,Sathish Kumar,2026-03-17T22:46:00,,Log Abnormality,CELL-03
SC-001277,Technician QR,,,TECH-08,Karthik V,2026-03-18T17:06:00,,Open My PM List,
SC-001278,Technician QR,,,TECH-01,Arun Kumar,2026-03-19T13:06:00,,Open My PM List,
SC-001279,Machine QR,MC-001,CNC Lathe TL-01,TECH-09,Sathish Kumar,2026-03-19T14:59:00,,View Last PM,CELL-01
SC-001280,Machine QR,MC-031,Hyd Press HP-01,TECH-10,Naveen Raj,2026-03-19T15:37:00,,View Last PM,CELL-08
SC-001281,Technician QR,,,TECH-01,Arun Kumar,2026-03-19T19:30:00,,Open My PM List,
SC-001282,Technician QR,,,TECH-08,Karthik V,2026-03-21T11:25:00,,Open My PM List,
SC-001283,Machine QR,MC-024,Paint Booth PB-01,TECH-05,Prakash R,2026-03-21T20:48:00,,Report Breakdown,CELL-06
SC-001284,Machine QR,MC-033,Press Feeder PF-01,TECH-03,Mohammed Rafi,2026-03-22T10:24:00,,Log Abnormality,CELL-08
SC-001285,Technician QR,,,TECH-09,Sathish Kumar,2026-03-22T10:44:00,,Open My PM List,
SC-001286,Technician QR,,,TECH-10,Naveen Raj,2026-03-22T18:36:00,,Open My PM List,
SC-001287,Technician QR,,,TECH-05,Prakash R,2026-03-23T10:09:00,,Open My PM List,
SC-001288,Machine QR,MC-001,CNC Lathe TL-01,TECH-02,Suresh Babu,2026-03-23T15:24:00,,View Last PM,CELL-01
SC-001289,Machine QR,MC-007,CNC Lathe TL-05,TECH-06,Deepak Nair,2026-03-24T16:52:00,,View Last PM,CELL-02
SC-001290,Technician QR,,,TECH-04,Vignesh S,2026-03-24T17:00:00,,Open My PM List,
SC-001291,Technician QR,,,TECH-10,Naveen Raj,2026-03-25T09:46:00,,Open My PM List,
SC-001292,Technician QR,,,TECH-07,Ramesh Chandran,2026-03-25T15:32:00,,Open My PM List,
SC-001293,Machine QR,MC-005,Chip Conveyor CC-01,TECH-10,Naveen Raj,2026-03-25T21:06:00,,Request Spare,CELL-01
SC-001294,Technician QR,,,TECH-08,Karthik V,2026-03-26T20:54:00,,Open My PM List,
SC-001295,Technician QR,,,TECH-08,Karthik V,2026-03-26T21:52:00,,Open My PM List,
SC-001296,Technician QR,,,TECH-06,Deepak Nair,2026-03-27T07:20:00,,Open My PM List,
SC-001297,Technician QR,,,TECH-03,Mohammed Rafi,2026-03-27T15:36:00,,Open My PM List,
SC-001298,Technician QR,,,TECH-04,Vignesh S,2026-03-27T19:20:00,,Open My PM List,
SC-001299,Technician QR,,,TECH-02,Suresh Babu,2026-03-28T06:21:00,,Open My PM List,
SC-001300,Machine QR,MC-029,Positioner PZ-01,TECH-06,Deepak Nair,2026-03-29T08:51:00,,Log Abnormality,CELL-07
SC-001301,Technician QR,,,TECH-05,Prakash R,2026-03-30T06:16:00,,Open My PM List,
SC-001302,Technician QR,,,TECH-09,Sathish Kumar,2026-03-30T14:05:00,,Open My PM List,
SC-001303,Technician QR,,,TECH-09,Sathish Kumar,2026-03-30T21:40:00,,Open My PM List,
SC-001304,Machine QR,MC-030,Weld Compressor AC-02,TECH-10,Naveen Raj,2026-03-31T15:09:00,,Log Abnormality,CELL-07
SC-001305,Machine QR,MC-025,Curing Oven CO-01,TECH-06,Deepak Nair,2026-03-31T15:14:00,,Record Spare Replaced,CELL-06
SC-001306,Technician QR,,,TECH-05,Prakash R,2026-04-01T16:34:00,,Open My PM List,
SC-001307,Machine QR,MC-031,Hyd Press HP-01,TECH-04,Vignesh S,2026-04-01T16:36:00,,View Last PM,CELL-08
SC-001308,Machine QR,MC-018,HT Compressor AC-01,TECH-02,Suresh Babu,2026-04-02T16:08:00,,View Last PM,CELL-04
SC-001309,Machine QR,MC-008,VMC MC-01,TECH-07,Ramesh Chandran,2026-04-04T06:44:00,,Record Spare Replaced,CELL-02
SC-001310,Machine QR,MC-018,HT Compressor AC-01,TECH-10,Naveen Raj,2026-04-04T06:50:00,,Record Spare Replaced,CELL-04
SC-001311,Technician QR,,,TECH-05,Prakash R,2026-04-04T19:35:00,,Open My PM List,
SC-001312,Machine QR,MC-027,Robot Weld Cell RW-01,TECH-01,Arun Kumar,2026-04-05T13:01:00,,View Last PM,CELL-07
SC-001313,Technician QR,,,TECH-03,Mohammed Rafi,2026-04-05T13:39:00,,Open My PM List,
SC-001314,Technician QR,,,TECH-06,Deepak Nair,2026-04-05T13:50:00,,Open My PM List,
SC-001315,Machine QR,MC-006,CNC Lathe TL-04,TECH-02,Suresh Babu,2026-04-05T14:25:00,,View Last PM,CELL-02
SC-001316,Technician QR,,,TECH-08,Karthik V,2026-04-05T14:48:00,,Open My PM List,
SC-001317,Machine QR,MC-021,Assembly Stn AS-03,TECH-07,Ramesh Chandran,2026-04-05T16:16:00,,View Last PM,CELL-05
SC-001318,Machine QR,MC-008,VMC MC-01,TECH-05,Prakash R,2026-04-05T20:12:00,,Log Abnormality,CELL-02
SC-001319,Machine QR,MC-030,Weld Compressor AC-02,TECH-01,Arun Kumar,2026-04-05T21:27:00,,View Last PM,CELL-07
SC-001320,Machine QR,MC-014,Sealed Quench SQ-01,TECH-05,Prakash R,2026-04-06T07:28:00,WO-00150,Start PM Checklist,CELL-04
SC-001321,Technician QR,,,TECH-06,Deepak Nair,2026-04-06T13:52:00,,Open My PM List,
SC-001322,Technician QR,,,TECH-03,Mohammed Rafi,2026-04-06T15:33:00,,Open My PM List,
SC-001323,Technician QR,,,TECH-07,Ramesh Chandran,2026-04-06T21:06:00,,Open My PM List,
SC-001324,Technician QR,,,TECH-07,Ramesh Chandran,2026-04-07T10:30:00,,Open My PM List,
SC-001325,Technician QR,,,TECH-01,Arun Kumar,2026-04-07T10:33:00,,Open My PM List,
SC-001326,Machine QR,MC-031,Hyd Press HP-01,TECH-09,Sathish Kumar,2026-04-07T15:30:00,,View Last PM,CELL-08
SC-001327,Machine QR,MC-026,Paint Chiller CH-02,TECH-01,Arun Kumar,2026-04-08T09:55:00,,Report Breakdown,CELL-06
SC-001328,Machine QR,MC-024,Paint Booth PB-01,TECH-10,Naveen Raj,2026-04-08T10:19:00,,Record Spare Replaced,CELL-06
SC-001329,Technician QR,,,TECH-10,Naveen Raj,2026-04-08T10:42:00,,Open My PM List,
SC-001330,Machine QR,MC-003,CNC Lathe TL-03,TECH-03,Mohammed Rafi,2026-04-08T16:36:00,,Log Abnormality,CELL-01
SC-001331,Technician QR,,,TECH-06,Deepak Nair,2026-04-08T20:56:00,,Open My PM List,
SC-001332,Machine QR,MC-009,VMC MC-02,TECH-09,Sathish Kumar,2026-04-09T20:48:00,,Report Breakdown,CELL-02
SC-001333,Technician QR,,,TECH-04,Vignesh S,2026-04-09T22:05:00,,Open My PM List,
SC-001334,Machine QR,MC-032,Hyd Press HP-02,TECH-04,Vignesh S,2026-04-11T10:19:00,,Log Abnormality,CELL-08
SC-001335,Technician QR,,,TECH-06,Deepak Nair,2026-04-11T15:00:00,,Open My PM List,
SC-001336,Technician QR,,,TECH-06,Deepak Nair,2026-04-12T20:48:00,,Open My PM List,
SC-001337,Machine QR,MC-014,Sealed Quench SQ-01,TECH-10,Naveen Raj,2026-04-13T12:37:00,,View Last PM,CELL-04
SC-001338,Machine QR,MC-017,Quench Oil Chiller CH-01,TECH-07,Ramesh Chandran,2026-04-14T15:20:00,,Record Spare Replaced,CELL-04
SC-001339,Machine QR,MC-016,Tempering Furnace TF-01,TECH-06,Deepak Nair,2026-04-15T12:43:00,WO-00152,Start PM Checklist,CELL-04
SC-001340,Technician QR,,,TECH-02,Suresh Babu,2026-04-15T22:19:00,,Open My PM List,
SC-001341,Technician QR,,,TECH-03,Mohammed Rafi,2026-04-16T08:26:00,,Open My PM List,
SC-001342,Technician QR,,,TECH-07,Ramesh Chandran,2026-04-16T14:55:00,,Open My PM List,
SC-001343,Machine QR,MC-007,CNC Lathe TL-05,TECH-10,Naveen Raj,2026-04-17T09:02:00,,Log Abnormality,CELL-02
SC-001344,Machine QR,MC-018,HT Compressor AC-01,TECH-05,Prakash R,2026-04-18T07:36:00,,View Last PM,CELL-04
SC-001345,Technician QR,,,TECH-09,Sathish Kumar,2026-04-18T10:14:00,,Open My PM List,
SC-001346,Machine QR,MC-030,Weld Compressor AC-02,TECH-09,Sathish Kumar,2026-04-18T22:07:00,,Log Abnormality,CELL-07
SC-001347,Machine QR,MC-028,Robot Weld Cell RW-02,TECH-07,Ramesh Chandran,2026-04-19T11:25:00,,Record Spare Replaced,CELL-07
SC-001348,Technician QR,,,TECH-08,Karthik V,2026-04-19T13:04:00,,Open My PM List,
SC-001349,Machine QR,MC-003,CNC Lathe TL-03,TECH-04,Vignesh S,2026-04-20T19:35:00,,Log Abnormality,CELL-01
SC-001350,Machine QR,MC-002,CNC Lathe TL-02,TECH-03,Mohammed Rafi,2026-04-21T17:32:00,,View Last PM,CELL-01
SC-001351,Technician QR,,,TECH-01,Arun Kumar,2026-04-21T20:11:00,,Open My PM List,
SC-001352,Machine QR,MC-018,HT Compressor AC-01,TECH-09,Sathish Kumar,2026-04-21T21:13:00,,Log Abnormality,CELL-04
SC-001353,Machine QR,MC-026,Paint Chiller CH-02,TECH-07,Ramesh Chandran,2026-04-22T06:29:00,,Request Spare,CELL-06
SC-001354,Machine QR,MC-029,Positioner PZ-01,TECH-08,Karthik V,2026-04-22T09:02:00,,View Last PM,CELL-07
SC-001355,Technician QR,,,TECH-10,Naveen Raj,2026-04-22T13:49:00,,Open My PM List,
SC-001356,Machine QR,MC-025,Curing Oven CO-01,TECH-04,Vignesh S,2026-04-22T18:39:00,,View Last PM,CELL-06
SC-001357,Machine QR,MC-017,Quench Oil Chiller CH-01,TECH-05,Prakash R,2026-04-22T18:54:00,WO-00153,Start PM Checklist,CELL-04
SC-001358,Technician QR,,,TECH-07,Ramesh Chandran,2026-04-22T19:44:00,,Open My PM List,
SC-001359,Machine QR,MC-006,CNC Lathe TL-04,TECH-09,Sathish Kumar,2026-04-23T15:23:00,,Record Spare Replaced,CELL-02
SC-001360,Machine QR,MC-001,CNC Lathe TL-01,TECH-08,Karthik V,2026-04-23T17:59:00,,View Last PM,CELL-01
SC-001361,Technician QR,,,TECH-10,Naveen Raj,2026-04-24T09:25:00,,Open My PM List,
SC-001362,Technician QR,,,TECH-08,Karthik V,2026-04-24T18:01:00,,Open My PM List,
SC-001363,Technician QR,,,TECH-05,Prakash R,2026-04-24T18:41:00,,Open My PM List,
SC-001364,Machine QR,MC-009,VMC MC-02,TECH-10,Naveen Raj,2026-04-24T21:02:00,,View Last PM,CELL-02
SC-001365,Machine QR,MC-021,Assembly Stn AS-03,TECH-01,Arun Kumar,2026-04-25T10:36:00,,View Last PM,CELL-05
SC-001366,Machine QR,MC-021,Assembly Stn AS-03,TECH-01,Arun Kumar,2026-04-25T16:44:00,,View Last PM,CELL-05
SC-001367,Technician QR,,,TECH-09,Sathish Kumar,2026-04-27T06:28:00,,Open My PM List,
SC-001368,Machine QR,MC-002,CNC Lathe TL-02,TECH-09,Sathish Kumar,2026-04-27T11:01:00,,View Last PM,CELL-01
SC-001369,Technician QR,,,TECH-02,Suresh Babu,2026-04-27T15:08:00,,Open My PM List,
SC-001370,Machine QR,MC-030,Weld Compressor AC-02,TECH-10,Naveen Raj,2026-04-27T18:00:00,,Log Abnormality,CELL-07
SC-001371,Technician QR,,,TECH-03,Mohammed Rafi,2026-04-27T19:16:00,,Open My PM List,
SC-001372,Technician QR,,,TECH-08,Karthik V,2026-04-28T16:05:00,,Open My PM List,
SC-001373,Machine QR,MC-018,HT Compressor AC-01,TECH-02,Suresh Babu,2026-04-29T12:19:00,WO-00154,Start PM Checklist,CELL-04
SC-001374,Technician QR,,,TECH-05,Prakash R,2026-04-29T16:57:00,,Open My PM List,
SC-001375,Machine QR,MC-033,Press Feeder PF-01,TECH-10,Naveen Raj,2026-04-29T18:53:00,,Request Spare,CELL-08
SC-001376,Technician QR,,,TECH-02,Suresh Babu,2026-04-30T13:23:00,,Open My PM List,
SC-001377,Technician QR,,,TECH-08,Karthik V,2026-04-30T14:41:00,,Open My PM List,
SC-001378,Machine QR,MC-004,Bar Feeder BF-01,TECH-09,Sathish Kumar,2026-04-30T16:37:00,,Report Breakdown,CELL-01
SC-001379,Technician QR,,,TECH-08,Karthik V,2026-04-30T17:22:00,,Open My PM List,
SC-001380,Machine QR,MC-003,CNC Lathe TL-03,TECH-06,Deepak Nair,2026-04-30T17:30:00,,Record Spare Replaced,CELL-01
SC-001381,Technician QR,,,TECH-07,Ramesh Chandran,2026-05-01T12:36:00,,Open My PM List,
SC-001382,Machine QR,MC-017,Quench Oil Chiller CH-01,TECH-05,Prakash R,2026-05-02T08:07:00,,View Last PM,CELL-04
SC-001383,Technician QR,,,TECH-02,Suresh Babu,2026-05-02T11:57:00,,Open My PM List,
SC-001384,Machine QR,MC-013,Deburring Unit DB-01,TECH-10,Naveen Raj,2026-05-02T17:08:00,,Request Spare,CELL-03
SC-001385,Machine QR,MC-001,CNC Lathe TL-01,TECH-02,Suresh Babu,2026-05-04T11:48:00,WO-00031,Start PM Checklist,CELL-01
SC-001386,Machine QR,MC-021,Assembly Stn AS-03,TECH-07,Ramesh Chandran,2026-05-04T14:33:00,,Log Abnormality,CELL-05
SC-001387,Machine QR,MC-015,Sealed Quench SQ-02,TECH-02,Suresh Babu,2026-05-04T18:05:00,WO-00151,Start PM Checklist,CELL-04
SC-001388,Machine QR,MC-025,Curing Oven CO-01,TECH-08,Karthik V,2026-05-05T11:07:00,,View Last PM,CELL-06
SC-001389,Technician QR,,,TECH-05,Prakash R,2026-05-05T20:27:00,,Open My PM List,
SC-001390,Machine QR,MC-031,Hyd Press HP-01,TECH-05,Prakash R,2026-05-05T22:46:00,,Log Abnormality,CELL-08
SC-001391,Machine QR,MC-020,Assembly Stn AS-02,TECH-02,Suresh Babu,2026-05-06T06:43:00,,Report Breakdown,CELL-05
SC-001392,Technician QR,,,TECH-08,Karthik V,2026-05-06T11:31:00,,Open My PM List,
SC-001393,Technician QR,,,TECH-02,Suresh Babu,2026-05-06T13:02:00,,Open My PM List,
SC-001394,Technician QR,,,TECH-09,Sathish Kumar,2026-05-06T20:01:00,,Open My PM List,
SC-001395,Technician QR,,,TECH-07,Ramesh Chandran,2026-05-06T20:49:00,,Open My PM List,
